1990	1	1	348.00	28.00	
1990	1	2	355.00	26.20	
1990	1	3	457.00	25.10	
1990	1	4	497.00	23.50	
1990	1	5	500.00	19.20	
1990	1	6	407.00	17.10	
1990	1	7	301.00	15.70	
1990	1	8	259.00	16.60	
1990	1	9	246.00	17.60	
1990	1	10	231.00	19.50	
1990	1	11	236.00	25.60	
1990	1	12	253.00	27.70	
1990	1	13	237.00	28.80	
1990	1	14	259.00	29.40	
1990	1	15	365.00	35.50	
1990	1	16	361.00	55.10	
1990	1	17	335.00	59.80	
1990	1	18	331.00	56.60	
1990	1	19	472.00	48.40	
1990	1	20	422.00	46.30	
1990	1	21	275.00	45.40	
1990	1	22	309.00	43.50	
1990	1	23	356.00	58.10	
1990	1	24	478.00	98.80	
1990	1	25	563.00	103.00	
1990	1	26	602.00	91.50	
1990	1	27	549.00	80.90	
1990	1	28	451.00	74.20	
1990	1	29	459.00	94.20	
1990	1	30	503.00	110.00	
1990	1	31	593.00	117.00	
1990	2	1	653.00	157.00	
1990	2	2	627.00	173.00	
1990	2	3	567.00	157.00	
1990	2	4	508.00	116.00	
1990	2	5	503.00	107.00	
1990	2	6	492.00	101.00	
1990	2	7	561.00	90.50	
1990	2	8	684.00	131.00	
1990	2	9	812.00	150.00	
1990	2	10	896.00	112.00	
1990	2	11	928.00	95.50	
1990	2	12	925.00	82.50	
1990	2	13	932.00	72.30	
1990	2	14	933.00	65.90	
1990	2	15	922.00	60.60	
1990	2	16	909.00	54.30	
1990	2	17	903.00	44.50	
1990	2	18	902.00	46.80	
1990	2	19	929.00	50.70	
1990	2	20	991.00	76.00	
1990	2	21	1050.00	98.00	
1990	2	22	1080.00	123.00	
1990	2	23	1070.00	110.00	
1990	2	24	1060.00	84.80	
1990	2	25	1060.00	83.30	
1990	2	26	1090.00	115.00	
1990	2	27	1110.00	161.00	
1990	2	28	1110.00	161.00	
1990	3	1	1090.00	116.00	
1990	3	2	1070.00	86.70	
1990	3	3	1060.00	69.00	
1990	3	4	1050.00	55.00	
1990	3	5	1020.00	46.60	
1990	3	6	1010.00	40.40	
1990	3	7	1010.00	36.40	
1990	3	8	1020.00	34.70	
1990	3	9	1020.00	33.00	
1990	3	10	1030.00	32.40	
1990	3	11	1030.00	31.90	
1990	3	12	1020.00	35.20	
1990	3	13	1020.00	35.70	
1990	3	14	1020.00	32.00	
1990	3	15	1010.00	30.30	
1990	3	16	1000.00	29.50	
1990	3	17	993.00	29.10	
1990	3	18	986.00	28.90	
1990	3	19	979.00	27.60	
1990	3	20	972.00	26.80	
1990	3	21	968.00	26.60	
1990	3	22	965.00	27.20	
1990	3	23	967.00	27.60	
1990	3	24	971.00	28.50	
1990	3	25	972.00	29.20	
1990	3	26	968.00	29.50	
1990	3	27	962.00	29.40	
1990	3	28	958.00	28.00	
1990	3	29	954.00	25.30	
1990	3	30	950.00	21.80	
1990	3	31	946.00	20.50	
1990	4	1	944.00	18.00	
1990	4	2	950.00	15.70	
1990	4	3	954.00	18.10	
1990	4	4	958.00	21.10	
1990	4	5	959.00	22.10	
1990	4	6	959.00	22.10	
1990	4	7	959.00	24.00	
1990	4	8	957.00	23.70	
1990	4	9	954.00	21.60	
1990	4	10	958.00	20.50	
1990	4	11	965.00	22.10	
1990	4	12	966.00	24.30	
1990	4	13	962.00	24.60	
1990	4	14	970.00	23.40	
1990	4	15	979.00	22.60	
1990	4	16	982.00	22.20	
1990	4	17	980.00	22.60	
1990	4	18	976.00	23.90	
1990	4	19	970.00	24.50	
1990	4	20	965.00	24.90	
1990	4	21	958.00	23.40	
1990	4	22	953.00	21.50	
1990	4	23	949.00	19.50	
1990	4	24	945.00	18.50	
1990	4	25	941.00	16.90	
1990	4	26	939.00	14.30	
1990	4	27	938.00	13.70	
1990	4	28	937.00	13.50	
1990	4	29	934.00	13.10	
1990	4	30	933.00	12.70	
1990	5	1	934.00	7.56	
1990	5	2	932.00	9.72	
1990	5	3	928.00	10.70	
1990	5	4	927.00	10.50	
1990	5	5	927.00	10.20	
1990	5	6	926.00	9.91	
1990	5	7	924.00	9.66	
1990	5	8	921.00	9.55	
1990	5	9	797.00	8.90	
1990	5	10	592.00	7.21	
1990	5	11	507.00	5.98	
1990	5	12	430.00	5.25	
1990	5	13	343.00	5.29	
1990	5	14	352.00	5.44	
1990	5	15	399.00	5.45	
1990	5	16	419.00	5.46	
1990	5	17	447.00	5.51	
1990	5	18	485.00	4.41	
1990	5	19	442.00	3.79	
1990	5	20	365.00	3.77	
1990	5	21	330.00	3.48	
1990	5	22	336.00	3.57	
1990	5	23	321.00	3.62	
1990	5	24	212.00	3.57	
1990	5	25	170.00	3.54	
1990	5	26	166.00	3.58	
1990	5	27	181.00	3.58	
1990	5	28	255.00	3.58	
1990	5	29	371.00	3.63	
1990	5	30	385.00	3.78	
1990	5	31	352.00	3.32	
1990	6	1	329.00	3.06	
1990	6	2	289.00	2.80	
1990	6	3	198.00	2.72	
1990	6	4	156.00	2.72	
1990	6	5	163.00	3.43	
1990	6	6	193.00	3.44	
1990	6	7	228.00	3.69	
1990	6	8	256.00	4.08	
1990	6	9	244.00	4.34	
1990	6	10	211.00	4.35	
1990	6	11	213.00	4.35	
1990	6	12	245.00	4.35	
1990	6	13	283.00	4.35	
1990	6	14	377.00	4.35	
1990	6	15	338.00	4.35	
1990	6	16	249.00	4.35	
1990	6	17	173.00	4.17	
1990	6	18	229.00	4.06	
1990	6	19	325.00	4.18	
1990	6	20	340.00	4.01	
1990	6	21	287.00	4.04	
1990	6	22	228.00	3.77	
1990	6	23	191.00	3.52	
1990	6	24	174.00	3.42	
1990	6	25	179.00	3.87	
1990	6	26	183.00	3.96	
1990	6	27	200.00	3.96	
1990	6	28	220.00	3.96	
1990	6	29	217.00	4.17	
1990	6	30	196.00	4.35	
1990	7	1	189.00	4.26	
1990	7	2	194.00	4.44	
1990	7	3	204.00	4.78	
1990	7	4	212.00	4.79	
1990	7	5	213.00	5.00	
1990	7	6	220.00	5.31	
1990	7	7	203.00	5.02	
1990	7	8	176.00	5.26	
1990	7	9	172.00	5.72	
1990	7	10	175.00	9.04	
1990	7	11	181.00	11.00	
1990	7	12	183.00	11.10	
1990	7	13	182.00	10.70	
