1	474	102	1	1
2	481	122	0	-1
3	497	159	0	-1
4	509	163	0	-1
5	542	180	0	1
6	557	190	0	-1
7	554	195	1	-1
8	547	200	1	-1
9	524	187	1	-1
10	505	175	1	-1
11	522	205	1	-1
12	520	208	1	-1
13	499	195	1	-1
14	461	162	0	-1
15	429	169	0	-1
16	423	201	0	-1
17	383	201	0	-1
18	349	200	1	-1
19	310	211	1	-1
20	255	237	0	-1
21	246	239	1	-1
22	212	266	0	-1
23	208	279	0	-1
24	212	303	1	1
25	225	321	0	-1
26	209	350	0	-1
27	215	395	0	-1
28	247	442	1	1
29	275	417	0	1
30	275	396	1	1
31	313	386	1	1
32	289	421	1	1
33	309	422	1	1
34	321	445	1	1
35	343	415	0	-1
36	354	437	1	1
37	379	441	0	-1
38	346	461	0	-1
39	315	470	1	-1
40	295	494	1	1
41	367	471	1	1
42	393	476	0	-1
43	359	515	0	-1
44	377	523	1	1
45	409	484	1	1
46	439	476	0	-1
47	453	488	1	1
48	439	457	0	1
49	443	457	1	1
50	503	449	0	1
51	515	459	0	-1
52	465	496	1	-1
53	429	512	0	-1
54	389	511	0	-1
55	454	525	0	-1
56	423	543	1	1
57	421	564	1	1
58	445	589	1	1
59	453	577	1	1
60	470	553	1	1
61	475	536	1	1
62	487	538	1	1
63	496	542	0	-1
64	485	555	1	-1
65	471	572	1	1
66	466	592	1	1
67	507	566	1	1
68	507	595	1	1
69	531	579	1	1
70	550	523	0	1
71	553	488	0	1
72	559	470	1	1
73	593	465	1	1
74	618	459	0	-1
75	645	482	0	-1
76	623	494	1	-1
77	605	493	0	-1
78	607	524	0	-1
79	566	553	0	-1
80	558	568	0	-1
81	524	618	0	1
82	558	612	1	1
83	571	592	1	1
84	591	587	1	1
85	587	620	1	1
86	627	595	0	1
87	639	582	1	1
88	670	559	0	-1
89	649	602	1	1
90	613	657	0	-1
91	657	669	1	1
92	651	638	1	1
93	665	628	1	1
94	672	606	0	1
95	689	612	1	1
96	708	625	0	1
97	692	580	0	1
98	698	559	0	1
99	732	540	0	1
100	735	553	0	-1
101	743	607	1	1
102	760	575	0	1
103	777	547	1	1
104	807	528	1	1
105	805	560	1	1
106	773	607	0	1
107	795	588	1	1
108	822	565	0	1
109	818	505	0	1
110	833	581	0	1
111	841	507	1	1
112	858	519	1	1
113	895	516	1	1
114	883	553	0	1
115	900	583	0	1
116	918	533	0	1
117	923	565	0	1
118	945	562	0	-1
119	910	515	0	1
120	955	483	0	1
121	935	477	0	1
122	950	456	1	1
123	965	457	0	1
124	983	431	1	1
125	1002	441	0	-1
126	1030	431	0	1
127	1041	425	1	1
128	1065	440	1	1
129	1051	458	1	-1
130	1031	465	1	-1
131	1029	451	1	-1
132	970	492	0	-1
133	999	495	0	-1
134	998	513	1	1
135	1022	502	0	-1
136	1054	509	1	1
137	1070	511	1	1
138	1095	474	0	1
139	1124	469	0	-1
140	1144	492	1	1
141	1170	479	0	-1
142	1199	477	0	-1
143	1187	496	1	1
144	1221	469	1	1
145	1242	483	0	-1
146	1251	500	0	-1
147	1271	532	1	-1
148	1275	482	0	-1
149	1293	495	1	1
150	1319	531	1	1
151	1329	489	0	1
152	1337	496	1	1
153	1353	515	0	-1
154	1339	536	1	-1
155	1384	484	0	1
156	1416	483	0	-1
157	1396	517	0	-1
158	1363	539	0	-1
159	1443	531	1	1
160	1461	526	1	1
161	1493	530	1	1
162	1528	507	0	1
163	1540	485	0	1
164	1555	495	1	1
165	1540	532	0	-1
166	1585	501	0	-1
167	1607	506	0	-1
168	1621	543	1	1
169	1603	551	0	-1
170	1642	532	0	1
171	1651	499	1	1
172	1705	530	0	-1
173	1722	497	1	1
174	1755	492	1	1
175	1742	531	0	-1
176	1710	554	1	-1
177	1702	572	0	-1
178	1704	606	1	1
179	1638	611	1	-1
180	1626	646	1	1
181	1571	649	1	-1
182	1523	651	1	1
183	1489	661	1	-1
184	1684	627	0	1
185	1718	619	0	1
186	1776	633	1	1
187	1766	591	0	-1
188	1764	552	0	-1
189	1761	538	1	1
190	1791	523	1	1
191	1804	531	1	1
192	1791	560	1	1
193	1838	544	0	1
194	1849	561	0	1
195	1844	597	0	1
196	1866	539	0	1
197	1901	559	0	-1
198	1890	497	1	1
199	1936	555	1	1
200	1961	582	1	1
201	1957	599	1	1
202	1995	568	0	1
203	1915	509	1	1
204	1909	487	0	1
205	1929	486	1	1
206	1958	475	1	1
207	2027	546	1	1
208	1992	493	0	1
209	2023	451	1	1
210	2040	471	0	1
211	2058	470	0	1
212	2087	428	1	1
213	2161	442	1	1
214	2093	492	1	1
215	2119	465	1	-1
216	2118	506	1	-1
217	2160	483	1	1
218	2188	447	1	1
219	2202	508	1	1
220	2224	446	0	1
221	2261	464	0	1
222	2188	419	0	1
223	2152	396	1	-1
224	2145	387	0	1
225	2187	390	0	-1
226	2238	412	1	1
227	2244	397	0	1
228	2223	365	0	1
229	2229	365	1	1
230	2283	377	1	1
231	2327	392	0	1
232	2311	366	1	-1
233	2284	354	0	1
234	2286	318	0	1
235	2353	336	0	1
236	2343	312	0	1
237	2356	278	0	1
238	2373	258	0	1
239	2347	233	1	-1
240	2295	256	0	-1
241	2283	272	1	-1
242	2271	273	0	1
243	2279	228	0	1
244	2266	205	0	1
245	2299	213	0	1
246	2288	192	1	1
247	2320	178	1	1
248	360	  4	0       -1
249	409	 29	1	-1
